General_Release date,General_Battery capacity (mAh),General_Removable battery,Display_Refresh Rate,Display_Screen size (inches),Hardware_RAM,Hardware_Internal storage,Hardware_Expandable storage,Connectivity_NFC,camera_1_megapixel,camera_2_megapixel,camera_3_megapixel,camera_4_megapixel,camera_5_megapixel,num_cameras,front_camera_1_megapixel,front_camera_2_megapixel,num_front_cameras,Network_SIM_1,Network_SIM_2,General_Price in India
2022.0,5000.0,No,60,6.8,12.0,1024.0,No,Yes,108,12,10,0,0,3,40,0,1,5G,Unknown,77999.0
2024.0,5000.0,Unknown,120,6.78,8.0,256.0,Unknown,Yes,108,2,2,0,0,3,32,0,1,Unknown,Unknown,18280.0
2018.0,3500.0,No,60,6.2,6.0,128.0,Yes,Yes,12,0,0,0,0,1,8,0,1,4G,4G,44999.0
2023.0,5000.0,Unknown,120,6.78,16.0,512.0,Unknown,Yes,50,50,50,0,0,3,32,0,1,Unknown,Unknown,63999.0
2024.0,5000.0,No,120,6.67,8.0,256.0,Yes,Unknown,50,2,0,0,0,2,32,0,1,5G,5G,22999.0
2024.0,5000.0,No,120,6.3,8.0,1024.0,No,Yes,48,12,48,0,0,3,12,0,1,5G,5G,119900.0
2024.0,5000.0,No,60,6.7,8.0,512.0,No,Yes,48,12,0,0,0,2,12,0,1,5G,5G,89900.0
2023.0,5000.0,No,120,6.5,8.0,256.0,Unknown,Unknown,50,8,2,0,0,3,13,0,1,Unknown,Unknown,23990.0
2023.0,5000.0,No,90,6.74,8.0,256.0,Yes,Unknown,50,2,0,0,0,2,8,0,1,4G,4G,6999.0
2024.0,5200.0,No,120,6.7,12.0,512.0,Unknown,Unknown,50,8,0,0,0,2,32,0,1,Unknown,Unknown,25999.0
2019.0,3110.0,No,60,6.1,4.0,128.0,No,Yes,12,12,0,0,0,2,12,0,1,4G,4G,54900.0
2020.0,4350.0,Unknown,60,6.55,8.0,128.0,No,Unknown,64,8,2,2,0,4,32,0,1,5G,4G,29990.0
2019.0,4000.0,Unknown,60,6.4,4.0,64.0,Yes,Unknown,16,5,0,0,0,2,16,0,1,4G,4G,9999.0
2011.0,1430.0,No,60,3.5,0.5,16.0,No,No,8,0,0,0,0,1,3,0,1,Unknown,Unknown,7999.0
2021.0,4500.0,No,60,6.55,12.0,256.0,Unknown,Unknown,64,8,2,2,0,4,32,0,1,Unknown,Unknown,33999.0
2014.0,2915.0,No,60,5.5,1.0,16.0,No,Yes,8,0,0,0,0,1,2,0,1,Unknown,Unknown,23999.0
2021.0,4500.0,No,90,6.5,12.0,256.0,No,Yes,50,8,2,0,0,3,32,0,1,5G,5G,33999.0
2021.0,5000.0,Unknown,60,6.5,4.0,64.0,Yes,Unknown,13,2,2,0,0,3,5,0,1,4G,4G,6999.0
2022.0,5000.0,No,90,6.5,8.0,128.0,Unknown,Unknown,48,2,2,0,0,3,16,0,1,5G,5G,12880.0
2022.0,5000.0,Unknown,90,6.58,8.0,128.0,Unknown,Unknown,50,2,2,0,0,3,16,0,1,4G,4G,15920.0
2022.0,5000.0,Unknown,60,6.56,4.0,64.0,Yes,Unknown,50,0,0,0,0,1,0,0,0,Unknown,Unknown,14588.0
2023.0,5000.0,No,120,6.78,8.0,256.0,Unknown,Unknown,64,8,0,0,0,2,50,0,1,5G,5G,26500.0
2022.0,5000.0,Unknown,120,6.7,12.0,512.0,Unknown,Yes,48,50,8,0,0,3,32,0,1,5G,5G,37999.0
2022.0,3700.0,No,120,6.1,8.0,256.0,No,Yes,0,0,0,0,0,1,0,0,0,5G,Unknown,36299.0
2024.0,5300.0,Unknown,120,6.73,16.0,512.0,Unknown,Yes,50,50,50,50,0,4,32,0,1,Unknown,Unknown,99999.0
2023.0,4500.0,Unknown,90,6.38,8.0,128.0,Yes,Yes,64,2,0,0,0,2,16,0,1,5G,5G,23999.0
2024.0,6000.0,No,90,6.56,8.0,128.0,Yes,Unknown,50,2,0,0,0,2,16,0,1,Unknown,Unknown,12999.0
2017.0,3600.0,No,60,5.5,3.0,64.0,Yes,Yes,13,0,0,0,0,1,13,0,1,4G,4G,20900.0
2018.0,3300.0,No,60,6.0,6.0,128.0,Yes,No,24,8,5,0,0,3,24,0,1,Unknown,4G,19990.0
2021.0,4300.0,No,60,6.56,12.0,256.0,Unknown,Unknown,108,8,2,0,0,3,50,8,2,5G,4G,28990.0
2019.0,4000.0,Unknown,60,6.26,3.0,32.0,Yes,Unknown,13,12,0,0,0,2,16,0,1,4G,4G,10999.0
2018.0,3000.0,Unknown,60,5.2,3.0,16.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,9490.0
2024.0,5000.0,No,60,6.7,4.0,64.0,Yes,Unknown,50,2,0,0,0,2,8,0,1,Unknown,Unknown,7499.0
2023.0,5000.0,No,120,6.72,8.0,256.0,Yes,Yes,108,2,0,0,0,2,16,0,1,5G,5G,19499.0
2024.0,5000.0,Unknown,120,6.67,8.0,128.0,Unknown,Unknown,64,2,0,0,0,2,16,0,1,5G,5G,14999.0
2022.0,5000.0,Unknown,120,6.58,8.0,128.0,Yes,Unknown,50,2,0,0,0,2,16,0,1,5G,5G,20990.0
2021.0,5000.0,Yes,60,6.52,3.0,32.0,Yes,Unknown,8,2,0,0,0,2,5,0,1,3G,3G,6499.0
2021.0,5000.0,Unknown,60,6.52,2.0,32.0,Unknown,Unknown,13,0,0,0,0,2,8,0,1,4G,4G,6390.0
2024.0,5000.0,No,60,6.7,12.0,256.0,Unknown,Yes,50,32,8,0,0,3,16,0,1,Unknown,Unknown,22199.0
2024.0,5000.0,Unknown,60,6.72,8.0,128.0,Unknown,Unknown,50,2,0,0,0,2,8,0,1,Unknown,Unknown,12499.0
2024.0,5000.0,Unknown,120,6.67,8.0,128.0,Unknown,Unknown,50,0,0,0,0,1,8,0,1,Unknown,Unknown,12489.0
2024.0,4600.0,Unknown,120,6.78,12.0,256.0,Unknown,Unknown,108,2,2,0,0,3,32,0,1,Unknown,Unknown,22800.0
2024.0,5000.0,Unknown,120,6.7,12.0,256.0,Unknown,Unknown,50,8,0,0,0,2,16,0,1,Unknown,Unknown,17974.0
2011.0,1430.0,No,60,3.5,0.5,8.0,No,No,8,0,0,0,0,1,3,0,1,Unknown,Unknown,7999.0
2017.0,4000.0,No,60,5.9,4.0,64.0,Yes,Yes,20,0,0,0,0,1,8,0,1,4G,4G,16835.0
2019.0,4000.0,Unknown,60,6.53,6.0,64.0,Unknown,Unknown,48,5,0,0,0,2,16,0,1,Unknown,Unknown,18999.0
2019.0,4000.0,Unknown,60,6.53,8.0,128.0,Unknown,Unknown,48,8,2,2,0,4,16,0,1,Unknown,Unknown,18990.0
2020.0,5020.0,No,60,6.67,4.0,64.0,Yes,Unknown,48,8,5,2,0,4,16,0,1,4G,4G,12990.0
2019.0,4500.0,Unknown,60,6.7,8.0,128.0,Yes,Unknown,64,12,5,5,0,4,32,0,1,4G,4G,32990.0
2021.0,6000.0,Unknown,60,6.4,6.0,128.0,Yes,Yes,48,8,2,2,0,4,13,0,1,4G,4G,9450.0
2021.0,4300.0,Unknown,60,6.43,8.0,128.0,Unknown,Unknown,64,8,2,0,0,3,32,0,1,5G,4G,27969.0
2022.0,4500.0,Unknown,90,6.43,8.0,128.0,Unknown,Yes,50,2,2,0,0,3,32,0,1,5G,5G,22999.0
2014.0,1810.0,No,60,4.7,1.0,64.0,No,Yes,8,0,0,0,0,1,2,0,1,Unknown,Unknown,19499.0
2022.0,6000.0,Unknown,60,6.7,6.0,128.0,Yes,Unknown,50,2,0,0,0,2,5,0,1,4G,4G,10400.0
2016.0,3600.0,No,60,5.5,4.0,32.0,Yes,Yes,12,0,0,0,0,1,5,0,1,4G,4G,32900.0
2017.0,2000.0,Yes,60,4.7,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,5990.0
2020.0,5000.0,Unknown,60,6.5,4.0,64.0,Yes,No,48,2,0,0,0,2,8,0,1,4G,4G,8090.0
2020.0,5000.0,Unknown,60,6.7,4.0,128.0,Yes,Yes,48,8,2,0,0,3,16,0,1,Unknown,Unknown,14490.0
2021.0,6000.0,Unknown,60,6.5,6.0,128.0,Yes,Unknown,48,5,2,2,0,4,8,0,1,4G,4G,13999.0
2021.0,5000.0,Unknown,60,6.4,6.0,128.0,Unknown,Yes,50,8,2,0,0,3,16,0,1,5G,5G,16890.0
2014.0,2915.0,No,60,5.5,1.0,64.0,No,Yes,8,0,0,0,0,1,2,0,1,Unknown,Unknown,23999.0
2022.0,5000.0,Unknown,90,6.43,6.0,128.0,Yes,Unknown,50,8,2,2,0,4,13,0,1,4G,4G,11499.0
2023.0,4980.0,Unknown,60,6.6,12.0,256.0,Unknown,Unknown,0,0,0,0,0,1,0,0,1,4G,4G,19945.0
2019.0,4000.0,Unknown,60,6.1,2.0,16.0,Yes,Unknown,13,2,0,0,0,2,5,0,1,4G,4G,7490.0
2019.0,4000.0,Unknown,60,6.1,2.0,32.0,Yes,Unknown,13,2,0,0,0,2,5,0,1,4G,4G,7490.0
2022.0,5000.0,Unknown,60,6.7,8.0,16.0,Yes,No,108,0,0,0,0,1,16,0,1,Unknown,Unknown,11999.0
2022.0,5000.0,Unknown,120,6.7,12.0,256.0,Unknown,Yes,108,8,2,0,0,3,16,0,1,Unknown,Unknown,22999.0
2019.0,2600.0,Unknown,60,5.0,1.0,16.0,Yes,Unknown,5,0,0,0,0,1,5,0,1,4G,4G,5900.0
2019.0,2800.0,No,60,5.7,6.0,64.0,No,Yes,16,2,0,0,0,2,8,0,1,4G,4G,19999.0
2023.0,4980.0,No,60,6.67,12.0,256.0,Unknown,Unknown,200,8,2,0,0,3,16,0,1,Unknown,Unknown,32990.0
2021.0,4050.0,Unknown,60,6.44,8.0,128.0,Yes,Unknown,50,8,2,0,0,3,44,0,1,5G,5G,21880.0
2010.0,1420.0,No,60,3.5,0.5,8.0,No,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,22900.0
2013.0,2330.0,No,60,4.3,1.5,8.0,Yes,Yes,16,0,0,0,0,1,9,0,1,Unknown,Unknown,21600.0
2022.0,5000.0,No,60,6.4,4.0,64.0,Yes,Yes,50,8,2,0,0,3,16,0,1,4G,4G,11990.0
2020.0,5000.0,Unknown,60,6.5,4.0,64.0,Yes,Unknown,48,5,2,2,0,4,8,0,1,4G,4G,17999.0
2021.0,2550.0,Unknown,60,1.77,0.03125,0.03125,Yes,Unknown,8,0,0,0,0,1,0,0,1,Unknown,Unknown,1049.0
2022.0,5000.0,No,120,6.7,12.0,256.0,Unknown,Yes,50,8,2,0,0,3,16,0,1,5G,5G,25499.0
2019.0,3500.0,Unknown,60,6.22,3.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,Unknown,Unknown,8349.0
2015.0,3000.0,No,60,5.2,4.0,32.0,Yes,No,21,0,0,0,0,1,8,0,1,4G,4G,3899.0
2022.0,4500.0,Unknown,60,6.43,8.0,128.0,Unknown,Unknown,64,2,2,0,0,3,16,0,1,5G,5G,31999.0
2022.0,5000.0,No,60,6.52,3.0,16.0,Unknown,Unknown,0,0,0,0,0,1,0,0,0,Unknown,Unknown,7999.0
2024.0,5000.0,Unknown,90,6.71,6.0,128.0,Unknown,Unknown,8,0,0,0,0,1,5,0,1,Unknown,Unknown,7299.0
2024.0,4700.0,No,120,6.55,12.0,512.0,Unknown,Yes,50,50,12,0,0,3,32,32,2,Unknown,Unknown,38389.0
2023.0,4500.0,No,90,6.38,8.0,128.0,Unknown,Unknown,64,2,2,0,0,3,16,0,1,Unknown,Unknown,19990.0
2022.0,5000.0,Unknown,90,6.4,8.0,128.0,Yes,Unknown,50,0,0,0,0,1,16,0,1,Unknown,Unknown,12499.0
2021.0,5000.0,Unknown,60,6.4,6.0,128.0,Yes,Unknown,64,8,5,2,0,4,20,0,1,Unknown,Unknown,17990.0
2023.0,4500.0,No,144,6.5,8.0,256.0,Unknown,Yes,50,13,0,0,0,2,32,0,1,Unknown,Unknown,26999.0
2024.0,4600.0,Unknown,60,6.74,12.0,256.0,No,Yes,50,32,8,0,0,3,32,0,1,5G,5G,29999.0
2023.0,4600.0,No,120,6.78,8.0,256.0,Unknown,Yes,64,2,0,0,0,2,16,0,1,Unknown,Unknown,21999.0
2023.0,5000.0,Unknown,120,6.67,8.0,256.0,Yes,Yes,48,8,2,0,0,3,16,0,1,Unknown,Unknown,15490.0
2019.0,4500.0,No,60,6.53,6.0,128.0,Yes,Unknown,64,8,2,2,0,4,20,0,1,4G,4G,12999.0
2022.0,4500.0,No,90,6.43,12.0,256.0,Unknown,Yes,50,8,2,0,0,3,32,0,1,5G,5G,33899.0
2020.0,4000.0,No,60,6.2,8.0,128.0,Yes,Yes,12,64,12,0,0,3,10,0,1,4G,3G,38999.0
2016.0,3075.0,No,60,5.5,4.0,64.0,Yes,No,13,0,0,0,0,1,16,0,1,4G,4G,11990.0
2018.0,3000.0,No,60,5.45,3.0,32.0,Yes,No,12,5,0,0,0,2,5,0,1,4G,4G,8854.0
2024.0,4500.0,No,144,6.7,12.0,512.0,No,Yes,50,50,64,0,0,3,50,0,1,Unknown,Unknown,53999.0
2023.0,5000.0,Unknown,120,6.72,6.0,128.0,Unknown,Unknown,64,2,0,0,0,2,8,0,1,5G,5G,11999.0
2017.0,3000.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,14000.0
2022.0,5000.0,Unknown,60,6.71,6.0,128.0,Yes,Unknown,50,0,0,0,0,1,5,0,1,Unknown,Unknown,7207.0
2023.0,5000.0,No,60,6.67,8.0,256.0,Yes,Yes,108,2,2,0,0,3,32,0,1,Unknown,Unknown,19499.0
2016.0,3075.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,16,0,1,4G,4G,8999.0
2023.0,5000.0,No,60,6.5,8.0,128.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,9999.0
2024.0,5000.0,Unknown,120,6.67,8.0,256.0,Unknown,Unknown,50,0,0,0,0,1,16,0,1,Unknown,Unknown,16248.0
2018.0,4000.0,Unknown,60,6.4,8.0,512.0,Yes,Yes,12,0,0,0,0,1,8,0,1,4G,4G,37999.0
2023.0,5000.0,No,60,6.7,6.0,128.0,Yes,Unknown,50,2,2,0,0,3,13,0,1,Unknown,Unknown,10499.0
2023.0,5000.0,No,90,6.6,4.0,128.0,Yes,Yes,50,5,0,0,0,2,13,0,1,Unknown,Unknown,11999.0
2019.0,1200.0,Yes,60,2.4,0.015625,0.0234375,No,No,3,0,0,0,0,1,0,0,1,4G,Unknown,2999.0
2022.0,5000.0,No,60,6.51,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,13499.0
2024.0,5000.0,Unknown,60,6.56,4.0,64.0,Yes,Unknown,13,8,0,0,0,2,5,0,1,Unknown,Unknown,9990.0
2023.0,4000.0,No,120,6.7,12.0,512.0,No,Yes,50,12,0,0,0,2,10,0,1,5G,5G,88999.0
2024.0,5000.0,Unknown,60,6.7,4.0,128.0,Yes,Unknown,50,2,0,0,0,2,8,0,1,Unknown,Unknown,11498.0
2024.0,5800.0,No,60,6.78,8.0,256.0,Unknown,Yes,108,5,2,0,0,3,16,0,1,5G,5G,19998.0
2023.0,5000.0,No,120,6.67,8.0,256.0,Yes,Unknown,108,8,2,0,0,3,16,0,1,5G,5G,13599.0
2023.0,4600.0,No,120,6.78,12.0,256.0,Unknown,Unknown,50,8,2,0,0,3,50,0,1,5G,5G,36999.0
2023.0,5000.0,Unknown,60,6.5,4.0,128.0,Yes,Yes,50,2,0,0,0,2,8,0,1,4G,4G,8499.0
2023.0,5000.0,Unknown,60,6.5,4.0,64.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,Unknown,Unknown,7098.0
2023.0,5000.0,No,90,6.43,8.0,0.125,Yes,Yes,50,2,0,0,0,2,8,0,1,5G,5G,10899.0
2024.0,4650.0,No,120,8.0,16.0,256.0,Unknown,Yes,48,5,8,0,0,3,10,10,2,5G,5G,172999.0
2020.0,4300.0,No,60,6.5,4.0,64.0,Yes,Unknown,64,8,2,2,0,4,16,0,1,4G,4G,14490.0
2018.0,4230.0,Unknown,60,6.2,3.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,9899.0
2022.0,5000.0,Unknown,60,6.44,8.0,128.0,Unknown,Unknown,50,2,2,0,0,3,16,0,1,4G,4G,11999.0
2023.0,5000.0,Unknown,120,6.78,12.0,256.0,No,No,50,8,2,0,0,3,16,0,1,5G,5G,38219.0
2023.0,5000.0,No,120,6.67,12.0,256.0,No,No,64,8,2,0,0,3,16,0,1,5G,5G,28884.0
2023.0,5000.0,No,120,6.78,8.0,256.0,Yes,Yes,50,0,0,0,0,2,16,0,1,5G,5G,14499.0
2024.0,5000.0,No,120,6.67,12.0,512.0,Yes,Yes,64,8,2,0,0,3,16,0,1,5G,5G,24999.0
2023.0,5000.0,No,120,6.67,8.0,512.0,Unknown,Yes,50,108,2,0,0,3,32,0,1,Unknown,Unknown,15999.0
2024.0,5100.0,No,120,6.67,12.0,512.0,Unknown,Yes,64,8,2,0,0,3,16,0,1,5G,5G,15999.0
2024.0,5000.0,Unknown,90,6.74,4.0,128.0,Yes,Unknown,50,0,0,0,0,1,8,0,1,Unknown,Unknown,8498.0
2023.0,5000.0,No,90,6.6,8.0,128.0,Unknown,Unknown,13,0,0,0,0,1,8,0,1,Unknown,Unknown,7299.0
2024.0,5000.0,Unknown,60,6.67,8.0,128.0,Unknown,Unknown,50,2,0,0,0,2,16,0,1,Unknown,Unknown,15248.0
2024.0,5000.0,Unknown,120,6.67,8.0,128.0,Yes,Unknown,50,0,0,0,0,1,8,0,1,Unknown,Unknown,11390.0
2024.0,5000.0,Unknown,60,6.7,12.0,256.0,Unknown,Yes,50,50,0,0,0,2,50,0,1,Unknown,Unknown,25899.0
2024.0,5000.0,Unknown,90,6.74,6.0,128.0,Yes,Unknown,32,0,0,0,0,1,5,0,1,Unknown,Unknown,7498.0
2023.0,5000.0,No,60,6.7,12.0,256.0,Yes,Yes,100,2,0,0,0,2,16,0,1,Unknown,Unknown,23999.0
2024.0,5060.0,No,60,6.8,16.0,512.0,No,Yes,50,48,48,0,0,3,42,0,1,Unknown,Unknown,124999.0
2024.0,5000.0,Unknown,120,6.67,4.0,128.0,Unknown,Yes,48,0,0,0,0,1,8,0,1,Unknown,Unknown,10499.0
2024.0,4000.0,Unknown,60,6.6,3.0,64.0,Unknown,Unknown,8,0,0,0,0,1,5,0,1,Unknown,Unknown,5699.0
2019.0,4000.0,Unknown,60,6.53,6.0,64.0,Yes,Unknown,12,8,5,0,0,3,32,0,1,4G,4G,15298.0
2019.0,4020.0,Unknown,60,6.5,4.0,128.0,Yes,Unknown,48,5,0,0,0,2,16,0,1,Unknown,Unknown,21990.0
2019.0,4020.0,Unknown,60,6.5,6.0,128.0,Yes,Unknown,48,5,0,0,0,2,16,0,1,Unknown,Unknown,14990.0
2019.0,4000.0,No,60,6.67,8.0,256.0,No,Yes,48,8,16,0,0,3,16,0,1,4G,4G,39990.0
2022.0,5000.0,No,120,6.59,12.0,256.0,Yes,Yes,64,8,2,0,0,3,16,0,1,Unknown,Unknown,18490.0
2019.0,3700.0,No,60,6.39,6.0,128.0,Yes,No,48,8,5,0,0,3,32,0,1,4G,4G,29990.0
2019.0,3700.0,No,60,6.39,8.0,128.0,Yes,No,48,8,5,0,0,3,32,0,1,4G,4G,29990.0
2019.0,4030.0,Unknown,60,6.22,2.0,32.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,8500.0
2019.0,4030.0,Unknown,60,6.22,2.0,16.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,8500.0
2019.0,4000.0,No,60,6.3,6.0,128.0,Yes,Unknown,48,8,2,2,0,4,13,0,1,4G,4G,9999.0
2021.0,5000.0,Unknown,60,6.52,8.0,128.0,Yes,Unknown,13,2,2,0,0,3,8,0,1,5G,5G,16490.0
2016.0,5000.0,No,60,4.0,2.0,128.0,No,Yes,12,0,0,0,0,1,2,0,1,Unknown,Unknown,28480.0
2019.0,5000.0,Unknown,60,6.35,4.0,32.0,Unknown,Unknown,8,13,2,0,0,3,8,0,1,4G,4G,10990.0
2022.0,6000.0,Unknown,60,6.6,4.0,128.0,Yes,Unknown,50,5,2,0,0,3,8,0,1,4G,4G,8990.0
2019.0,4000.0,Unknown,60,6.4,3.0,32.0,Yes,Unknown,13,5,0,0,0,2,8,0,1,Unknown,Unknown,8999.0
2019.0,4000.0,No,60,6.4,4.0,64.0,Yes,Unknown,25,5,8,0,0,3,25,0,1,4G,4G,11990.0
2022.0,5160.0,Unknown,120,6.67,8.0,128.0,Yes,Yes,108,8,0,0,0,2,16,0,1,5G,5G,22999.0
2019.0,4500.0,Unknown,60,6.7,6.0,128.0,Yes,Unknown,32,8,5,0,0,3,32,0,1,4G,4G,30900.0
2022.0,4410.0,No,60,6.1,6.0,128.0,No,Yes,2,12,0,0,0,2,8,0,1,Unknown,Unknown,27999.0
2021.0,5020.0,Unknown,60,6.67,8.0,128.0,Yes,Unknown,108,8,5,2,0,4,16,0,1,4G,4G,17999.0
2016.0,3000.0,No,60,5.5,4.0,64.0,Yes,No,16,0,0,0,0,1,8,0,1,4G,4G,14999.0
2021.0,5000.0,Unknown,60,6.5,3.0,32.0,Yes,Unknown,13,2,0,0,0,2,5,0,1,4G,4G,8999.0
2013.0,1800.0,Yes,60,4.2,2.0,16.0,Yes,Yes,8,0,0,0,0,1,2,0,1,Unknown,Unknown,7500.0
2019.0,4100.0,No,60,6.4,8.0,128.0,Yes,Yes,12,12,16,0,0,3,10,8,2,4G,4G,32000.0
2021.0,5000.0,No,60,6.67,6.0,128.0,Yes,Unknown,48,2,2,0,0,3,8,0,1,4G,4G,8990.0
2021.0,5000.0,Unknown,120,6.8,4.0,64.0,Yes,Yes,50,8,2,0,0,3,13,0,1,5G,4G,12999.0
2015.0,2600.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,6000.0
2022.0,4020.0,No,144,6.5,8.0,256.0,No,Yes,50,50,2,0,0,3,32,0,1,5G,5G,26999.0
2022.0,5000.0,No,90,6.53,4.0,64.0,Yes,Yes,50,8,2,2,0,4,16,0,1,4G,4G,7699.0
2012.0,5000.0,No,60,4.5,1.0,32.0,No,Yes,7,0,0,0,0,1,3,0,1,Unknown,Unknown,13990.0
2021.0,5000.0,Unknown,60,6.43,6.0,128.0,Yes,Unknown,48,2,2,0,0,3,16,0,1,4G,4G,14990.0
2021.0,5160.0,Unknown,60,6.67,8.0,256.0,Yes,No,48,8,0,0,0,2,20,0,1,5G,5G,12499.0
2019.0,3700.0,Unknown,60,6.0,4.0,64.0,No,Yes,2,0,0,0,0,1,8,0,1,Unknown,Unknown,27500.0
2019.0,4000.0,Unknown,60,6.6,4.0,64.0,Yes,Unknown,16,5,2,2,0,4,32,0,1,4G,4G,10999.0
2020.0,5000.0,Unknown,60,6.51,3.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,9990.0
2021.0,5000.0,Unknown,60,6.58,6.0,128.0,Unknown,Unknown,48,2,2,0,0,3,16,0,1,4G,4G,16490.0
2022.0,5000.0,Unknown,60,6.53,4.0,64.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,7499.0
2015.0,2550.0,No,60,5.1,3.0,32.0,No,Yes,16,0,0,0,0,1,5,0,1,Unknown,Unknown,75459.0
2021.0,4000.0,Unknown,60,6.62,12.0,256.0,Unknown,Yes,48,13,13,0,0,3,16,0,1,5G,5G,39990.0
2020.0,4500.0,Unknown,60,6.5,8.0,128.0,Yes,Unknown,12,12,8,0,0,3,32,0,1,5G,5G,23999.0
2021.0,5000.0,Yes,120,6.95,8.0,128.0,Yes,Unknown,50,2,2,0,0,3,16,0,1,4G,4G,11999.0
2020.0,4000.0,Unknown,60,6.39,4.0,64.0,Yes,Unknown,13,5,2,0,0,3,8,0,1,4G,4G,8999.0
2021.0,4520.0,Unknown,60,6.67,8.0,256.0,Unknown,Unknown,108,8,5,0,0,3,20,0,1,5G,5G,24749.0
2022.0,4500.0,No,90,6.44,12.0,256.0,Unknown,Unknown,64,8,2,0,0,3,50,0,1,5G,5G,27990.0
2022.0,5000.0,No,60,6.56,3.0,64.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,13379.0
2016.0,3500.0,No,60,5.5,3.0,32.0,Yes,Yes,13,0,0,0,0,1,8,0,1,4G,4G,6599.0
2022.0,5000.0,Unknown,120,6.5,8.0,128.0,Yes,Yes,50,8,2,0,0,3,16,0,1,4G,4G,16999.0
2022.0,5000.0,No,60,6.6,6.0,128.0,Yes,Unknown,50,5,2,0,0,3,8,0,1,Unknown,Unknown,11638.0
2022.0,6000.0,Unknown,90,6.82,6.0,128.0,Yes,Unknown,50,2,0,0,0,3,8,0,1,4G,4G,9999.0
2011.0,1200.0,Yes,60,3.0,0.283203125,0.158203125,Yes,No,2,0,0,0,0,1,0,0,1,Unknown,Unknown,8890.0
2022.0,3700.0,Unknown,60,6.7,8.0,512.0,Unknown,Unknown,12,12,0,0,0,2,10,0,1,Unknown,Unknown,59999.0
2022.0,5000.0,Unknown,120,6.72,12.0,256.0,Yes,Unknown,108,2,0,0,0,2,16,0,1,Unknown,Unknown,16999.0
2012.0,1440.0,No,60,4.0,1.0,16.0,No,No,8,0,0,0,0,1,2,0,1,Unknown,Unknown,4399.0
2020.0,5000.0,Unknown,60,6.51,3.0,64.0,Yes,Unknown,13,2,2,0,0,3,8,0,1,Unknown,Unknown,12990.0
2023.0,5000.0,No,120,6.5,8.0,128.0,Yes,Yes,8,0,0,0,0,2,0,0,1,5G,5G,14999.0
2022.0,5000.0,Unknown,90,6.4,8.0,128.0,Yes,Unknown,48,8,5,2,0,4,13,0,1,5G,5G,25990.0
2021.0,4400.0,Unknown,60,7.6,12.0,512.0,Unknown,Yes,12,12,12,0,0,3,10,4,2,5G,5G,171999.0
2022.0,4500.0,Unknown,120,6.8,8.0,256.0,Unknown,Unknown,200,13,2,0,0,3,32,0,1,Unknown,Unknown,29999.0
2021.0,3500.0,Unknown,60,5.45,2.0,16.0,Yes,Unknown,13,0,0,0,0,1,8,0,1,4G,4G,4750.0
2023.0,4600.0,Unknown,120,6.74,12.0,256.0,No,Yes,50,32,8,0,0,3,32,0,1,5G,5G,37999.0
2023.0,5000.0,No,144,6.55,12.0,256.0,Unknown,Yes,50,13,0,0,0,2,32,0,1,Unknown,Unknown,23689.0
2020.0,4080.0,No,60,6.0,8.0,128.0,No,Yes,2,16,0,0,0,2,8,0,1,5G,5G,33000.0
2019.0,4050.0,Unknown,60,6.22,4.0,64.0,Yes,Unknown,13,5,0,0,0,2,16,0,1,4G,4G,12198.0
2023.0,4300.0,No,120,6.79,12.0,256.0,No,Yes,50,32,48,0,0,3,32,0,1,5G,5G,59999.0
2023.0,4800.0,No,120,6.67,8.0,256.0,Unknown,Unknown,64,2,2,0,0,3,16,0,1,Unknown,Unknown,22994.0
2019.0,3500.0,Unknown,60,6.4,6.0,128.0,Yes,Unknown,16,8,2,0,0,3,32,0,1,4G,4G,16999.0
2022.0,4800.0,No,120,6.7,16.0,256.0,Unknown,Yes,50,8,2,0,0,3,16,0,1,5G,5G,44000.0
2023.0,5400.0,Unknown,120,6.78,16.0,512.0,Unknown,Yes,50,50,64,0,0,3,32,0,1,Unknown,Unknown,89999.0
2019.0,4000.0,Unknown,60,6.55,4.0,64.0,Yes,Unknown,16,2,5,0,0,3,8,0,1,4G,4G,19999.0
2022.0,5000.0,Unknown,90,6.5,4.0,64.0,Yes,Unknown,16,2,2,0,0,3,8,0,1,4G,4G,8970.0
